# Nivel 2 - Segundo piso del edificio
# Mismo edificio central que nivel 1

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
