# Floor grids - uno por nivel
# Formato: Secciones separadas por comentarios de nivel

# Nivel 0 - Suelo de planta baja
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5

# Nivel 1 - Suelo del primer piso (solo en el edificio)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

# Nivel 2 - Suelo del segundo piso
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
